Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Marker Channel, Timestamp (Formatted)
1.0, -7.635005759540945, 62.976175353862345, 5.968880329281092, 30.18099264241755, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356373212E9, 0.0, 2025-08-29 13:43:55.637
1.0, 98.89230457833037, 75.37768360693008, 189.32495545689017, 190.1252940474078, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356373212E9, 0.0, 2025-08-29 13:43:55.637
0.0, -503.94590917928144, -80.69582134392112, -187.26240063132718, -165.52610208885744, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356631932E9, 0.0, 2025-08-29 13:43:55.663
1.0, -530.6693643126637, 16.377021905966103, -235.84744095569476, -197.22923401324078, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356766713E9, 0.0, 2025-08-29 13:43:55.676
1.0, -417.65706745162606, 73.30951893143356, -437.8207380627282, -404.9844164517708, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356766713E9, 0.0, 2025-08-29 13:43:55.676
2.0, -463.27262721117586, -73.8854635246098, -284.1968675828539, -248.7276564030908, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356933491E9, 0.0, 2025-08-29 13:43:55.693
2.0, -219.19927630294114, -31.44507882744074, -169.32958034379408, -145.65227372432128, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356933491E9, 0.0, 2025-08-29 13:43:55.693
3.0, -343.9604688747786, 92.03893790952861, -390.2379909264855, -362.1924811587669, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356940968E9, 0.0, 2025-08-29 13:43:55.694
3.0, -301.5443935273215, -24.705779107287526, -360.79749847529456, -333.04744080407545, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858356940968E9, 0.0, 2025-08-29 13:43:55.694
4.0, -422.03649029973894, -99.70199291873723, -163.83192740892991, -143.3821544512175, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835706374E9, 0.0, 2025-08-29 13:43:55.706
4.0, -395.97686740849167, 49.310580915771425, -320.36917995428666, -301.3517886796035, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835706374E9, 0.0, 2025-08-29 13:43:55.706
5.0, -585.9600452575833, 28.90568675752729, -434.8250781982206, -411.8097338709049, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357220972E9, 0.0, 2025-08-29 13:43:55.722
5.0, -518.135089611169, -107.1256943307817, -216.31394348712638, -180.71757570886984, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357220972E9, 0.0, 2025-08-29 13:43:55.722
6.0, -522.935251204297, 11.29823776613921, -241.22167719202116, -204.7875718236901, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835722846E9, 0.0, 2025-08-29 13:43:55.722
6.0, -421.96169230062515, 66.87315110769123, -452.3502493905835, -410.698983584065, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835722846E9, 0.0, 2025-08-29 13:43:55.722
7.0, -459.61126515455544, -80.39662934746593, -275.50160018587485, -253.92611734149978, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357363796E9, 0.0, 2025-08-29 13:43:55.736
7.0, -228.3283720947802, -51.81631388608366, -159.43754496099427, -156.29602899821475, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357363796E9, 0.0, 2025-08-29 13:43:55.736
8.0, -355.2661864408292, 67.28080020286143, -394.7520501730032, -383.3565750080161, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357520995E9, 0.0, 2025-08-29 13:43:55.752
8.0, -306.34642507042736, -34.73993068840355, -365.36391632119194, -343.87445117579773, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357520995E9, 0.0, 2025-08-29 13:43:55.752
9.0, -418.18813324533403, -101.46348579786718, -163.5402152123861, -141.4935049735941, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357528973E9, 0.0, 2025-08-29 13:43:55.752
9.0, -387.3713576104492, 62.32917266152799, -330.7324427315034, -304.7214385396801, 0.0, 0.04800000227987766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357528973E9, 0.0, 2025-08-29 13:43:55.752
10.0, -583.8582214824855, 32.855021110735834, -430.6775291473605, -403.6118731680326, 0.0, 0.04800000227987766, 0.9760000463575125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835766378E9, 0.0, 2025-08-29 13:43:55.766
10.0, -514.7168210516684, -89.97451313398778, -202.6707884487696, -179.98455531755462, 0.0, 0.04800000227987766, 0.9760000463575125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835766378E9, 0.0, 2025-08-29 13:43:55.766
11.0, -533.2124962825328, 15.101716021075845, -247.19055752130225, -218.3821081626229, 0.0, 0.01600000075995922, 0.9760000463575125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835782106E9, 0.0, 2025-08-29 13:43:55.782
11.0, -423.4277330832556, 59.400830996222794, -452.8177368850447, -419.0726195848547, 0.0, 0.01600000075995922, 0.9760000463575125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.756485835782106E9, 0.0, 2025-08-29 13:43:55.782
12.0, -463.8074329048395, -88.88994214683771, -291.4934123964049, -262.1763366437517, 0.0, 0.01600000075995922, 0.9760000463575125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7564858357828329E9, 0.0, 2025-08-29 13:43:55.782
