Log de tempos
00:11:75
00:29:40
00:36:51
01:18:84
01:24:81
02:27:24
02:54:34
04:05:19
04:29:50
04:37:49
04:44:19
05:12:09
05:29:39
05:54:99
06:20:75
06:57:89
07:50:49
09:04:00
09:42:74
10:35:99
