Log de tempos
00:36:90
01:04:36
01:16:46
03:16:61
03:49:75
04:16:75
04:19:75
05:06:05
05:49:16
06:06:65
06:16:51
06:29:80
08:18:80
09:03:01
09:23:36
09:32:76
09:46:50
10:15:01
11:40:66
12:00:15
13:00:95
13:07:81
13:35:50
13:40:76
13:44:85
13:59:05
14:13:41
14:43:10
14:54:20
15:03:71
15:14:11
15:23:76
15:29:66
15:37:06
15:39:51
16:45:15
17:08:96
17:45:35
17:49:11
18:03:30
18:25:31
18:28:11
18:36:91
18:40:16
19:17:20
19:20:17
19:44:70
19:50:65
19:53:31
20:01:01
20:06:35
20:28:42
