Log de tempos
00:15:51
00:47:81
01:39:80
02:08:96
02:29:30
02:35:61
03:35:66
04:12:16
05:45:37
06:59:97
08:09:46
08:37:67
08:47:97
09:19:67
10:10:18
10:54:32
11:40:92
12:22:47
12:52:77
14:10:57
15:57:39
17:29:38
18:17:69
20:04:85
21:00:10
21:55:04
22:52:24
23:29:35
24:23:80
24:37:15
24:45:29
25:28:30
26:12:80
